sentence_number,sentence,word,surprisal_score,target_phrase
99,The captain wants to paint his boat., wants,6.0105267,context
99,The captain wants to paint his boat., to,0.6547041,preverb
99,The captain wants to paint his boat., paint,9.256958,verb
99,The captain wants to paint his boat., his,2.0567772,context
99,The captain wants to paint his boat., boat,1.6936444,noun
99,The captain wants to paint his boat.,.,1.4697405,context
100,"When it comes to baking, the French lead the field.",When,7.730529,context
100,"When it comes to baking, the French lead the field.", it,3.4978147,context
100,"When it comes to baking, the French lead the field.", comes,0.9010395,context
100,"When it comes to baking, the French lead the field.", to,0.068220675,context
100,"When it comes to baking, the French lead the field.", baking,9.217738,context
100,"When it comes to baking, the French lead the field.",",",0.56396717,context
100,"When it comes to baking, the French lead the field.", the,2.5089922,context
100,"When it comes to baking, the French lead the field.", French,9.599807,preverb
100,"When it comes to baking, the French lead the field.", lead,7.957261,verb
100,"When it comes to baking, the French lead the field.", the,0.23243766,context
100,"When it comes to baking, the French lead the field.", field,4.668564,noun
100,"When it comes to baking, the French lead the field.",.,1.7503841,context
101,The farmer led the sheep., farmer,11.163454,preverb
101,The farmer led the sheep., led,7.7073827,verb
101,The farmer led the sheep., the,1.120065,context
101,The farmer led the sheep., sheep,3.8766372,noun
101,The farmer led the sheep.,.,5.6188507,context
102,The heavy rainfalls might flood the field., heavy,8.724139,context
102,The heavy rainfalls might flood the field., rain,2.6838164,context
102,The heavy rainfalls might flood the field.,falls,5.026978,context
102,The heavy rainfalls might flood the field., might,7.301581,preverb
102,The heavy rainfalls might flood the field., flood,6.349773,verb
102,The heavy rainfalls might flood the field., the,0.87896514,context
102,The heavy rainfalls might flood the field., field,6.5975533,noun
102,The heavy rainfalls might flood the field.,.,1.8203138,context
103,The author's words really struck a chord., author,7.0835967,context
103,The author's words really struck a chord.,'s,3.3145819,context
103,The author's words really struck a chord., words,6.432025,context
103,The author's words really struck a chord., really,7.8743463,preverb
103,The author's words really struck a chord., struck,2.5911443,verb
103,The author's words really struck a chord., a,0.5407553,context
103,The author's words really struck a chord., chord,0.6914777,noun
103,The author's words really struck a chord.,.,4.321161,context
104,The policeman struck the thief with a baton., policeman,11.60442,preverb
104,The policeman struck the thief with a baton., struck,7.900275,verb
104,The policeman struck the thief with a baton., the,1.295201,context
104,The policeman struck the thief with a baton., thief,6.379785,noun
104,The policeman struck the thief with a baton., with,1.4471536,context
104,The policeman struck the thief with a baton., a,1.0243891,context
104,The policeman struck the thief with a baton., bat,1.2814387,context
104,The policeman struck the thief with a baton.,on,0.0062942123,context
104,The policeman struck the thief with a baton.,.,0.6684103,context
105,The choir sang a chord., choir,11.688034,preverb
105,The choir sang a chord., sang,3.5530784,verb
105,The choir sang a chord., a,2.470122,context
105,The choir sang a chord., chord,10.38574,noun
105,The choir sang a chord.,.,0.41296515,context
106,Somebody had to run the show.,body,5.468249,context
106,Somebody had to run the show., had,4.582877,context
106,Somebody had to run the show., to,0.85710937,preverb
106,Somebody had to run the show., run,6.2307506,verb
106,Somebody had to run the show., the,1.4279859,context
106,Somebody had to run the show., show,3.0116692,noun
106,Somebody had to run the show.,.,1.2220213,context
107,The alpha wolf runs the pack., alpha,11.12131,context
107,The alpha wolf runs the pack., wolf,5.2250767,preverb
107,The alpha wolf runs the pack., runs,7.3618927,verb
107,The alpha wolf runs the pack., the,2.0374653,context
107,The alpha wolf runs the pack., pack,0.3998527,noun
107,The alpha wolf runs the pack.,.,0.97955966,context
108,I wish I had the time to watch my show., wish,6.4249387,context
108,I wish I had the time to watch my show., I,0.9430703,context
108,I wish I had the time to watch my show., had,1.4405124,context
108,I wish I had the time to watch my show., the,3.0897214,context
108,I wish I had the time to watch my show., time,1.8583828,context
108,I wish I had the time to watch my show., to,0.40568063,preverb
108,I wish I had the time to watch my show., watch,4.707079,verb
108,I wish I had the time to watch my show., my,4.3193607,context
108,I wish I had the time to watch my show., show,5.363828,noun
108,I wish I had the time to watch my show.,.,1.9557267,context
109,"When it comes to scandals, the king always likes to spill the beans.",When,7.730529,context
109,"When it comes to scandals, the king always likes to spill the beans.", it,3.4978147,context
109,"When it comes to scandals, the king always likes to spill the beans.", comes,0.9010395,context
109,"When it comes to scandals, the king always likes to spill the beans.", to,0.068220675,context
109,"When it comes to scandals, the king always likes to spill the beans.", scandals,10.964757,context
109,"When it comes to scandals, the king always likes to spill the beans.",",",0.48743317,context
109,"When it comes to scandals, the king always likes to spill the beans.", the,2.1458879,context
109,"When it comes to scandals, the king always likes to spill the beans.", king,7.79605,context
109,"When it comes to scandals, the king always likes to spill the beans.", always,3.3534396,context
109,"When it comes to scandals, the king always likes to spill the beans.", likes,6.799051,context
109,"When it comes to scandals, the king always likes to spill the beans.", to,0.16707589,preverb
109,"When it comes to scandals, the king always likes to spill the beans.", spill,10.029734,verb
109,"When it comes to scandals, the king always likes to spill the beans.", the,0.9322235,context
109,"When it comes to scandals, the king always likes to spill the beans.", beans,0.49012238,noun
